natural,естественный
physical,физический
piece,кусок
show,шоу
society,общество
check,проверять
choose,выбирать
develop,развиваться
second,второй
useful,полезный
activity,деятельность
boss,босс
short,короткая
story,история
call,вызов
industry,промышленность
last,прошлой
media,средства массовой информации
mental,умственный
move,переехать
sport,спорт
thing,вещь
actually,фактически
against,против
house,дом
page,страница
remember,помнить
term,срок
test,контрольная работа
within,в
along,вдоль
answer,ответ
increase,увеличение
oven,духовой шкаф
quite,вполне
scared,испуганный
single,Один
sound,звук
again,еще раз
community,сообщество
definition,определение
focus,фокус
individual,индивидуальный
matter,иметь значение
safety,безопасность
turn,поворот
everything,все
kind,Добрый
quality,качество
soil,почва
board,доска
development,развитие
guard,охранять
hold,держать
language,язык
later,позже
main,основной
offer,предлагает
picture,картина
potential,потенциал
professional,профессиональный
rather,скорее
access,доступ
additional,дополнительный
almost,почти
especially,особенно
garden,сад
international,Международный
lower,ниже
management,управление
open,открытым
player,игрок
range,спектр
rate,показатель
reason,причина
travel,путешествовать
variety,разнообразие
video,видео
week,неделя
above,над
according,в соответствии
cook,готовить
determine,определить
future,будущее
site,сайт
alternative,альтернатива
demand,спрос
ever,Когда-либо
exercise,упражнение
following,следующий
image,образ
quickly,быстро
special,специальный
working,за работой
case,кейс
cause,причина
coast,морской берег
probably,наверное
security,безопасность
true,правда
whole,все
action,действие
among,среди
boat,лодка
country,страна
dance,танцевать
exam,экзамен
excuse,извинение
grow,расти
movie,кино
organization,организация
record,запись
result,результат
section,раздел
across,через
already,уже
below,ниже
building,здание
mouse,мышь
allow,позволять
cash,наличные
class,класс
clear,Чисто
easy,легко
emotional,эмоциональный
equipment,оборудование
live,прямой эфир
nothing,ничего
period,период
physics,физика
plan,план
store,магазин
analysis,анализ
cold,холодный
commercial,коммерческий
directly,прямо
full,полный
involved,участвует
itself,сам
policy,политика
political,политический
purchase,покупка
series,серии
side,боковая сторона
subject,предмет
supply,поставка
therefore,следовательно
thought,думал
basis,основа
boyfriend,дружок
deal,по рукам
direction,направление
mean,подлый
primary,первичный
space,Космос
strategy,стратегия
technology,технологии
worth,стоимость
army,армия
camera,камера
fall,падать
freedom,свобода
paper,бумага
rule,правило
similar,аналогичный
stock,склад
weather,Погода
bring,принести
chance,шанс
environment,Окружающая среда
everyone,каждый
figure,фигура
improve,улучшить
model,модель
necessary,необходимо
positive,положительный
produce,производить
search,поиск
source,источник
beginning,начало
child,ребенок
earth,Земля
else,еще
healthy,здоровый
instance,пример
maintain,поддерживать
month,месяц
present,подарок
program,программа
spend,проводить
talk,разговаривать
truth,правда
upset,рассториться
begin,начать
chicken,курица
close,близко
creative,творческий
design,дизайн
feature,характерная черта
financial,финансовый
head,голова
marketing,маркетинг
material,материал
medical,медицинский
purpose,цель
question,вопрос
rock,рок
salt,соль
tell,сказать
themselves,самих себя
traditional,традиционный
university,Университет
writing,письмо
article,статья
birth,рождение
cost,Стоимость
department,отдел
difference,разница
drive,водить машину
exist,существовать
federal,федеральный
goal,Цель
green,зеленый
late,поздно
news,Новости
object,объект
scale,масштаб
support,поддержка
tend,склоняться
thus,таким образом
audience,аудитория
enjoy,наслаждаться
entire,весь
fishing,ловит рыбу
glad,довольный
growth,рост
income,доход
marriage,брак
note,нота
perform,выполнять
profit,прибыль
proper,правильный
related,Связанный
remove,удалять
rent,арендная плата
return,возвращение
speed,скорость
strong,сильный
style,стиль
throughout,на протяжении
user,пользователь
actual,актуальный
appropriate,соответствующий
bank,банка
combination,сочетание
complex,сложный
content,содержание
craft,ремесло
easily,легко
effective,эффективный
eventually,в итоге
exactly,в яблочко
failure,неудача
half,половина
inside,внутри
meaning,имея в виду
medicine,лекарство
middle,средний
outside,за пределами
philosophy,философия
regular,регулярный
reserve,резерв
standard,стандарт
decide,принимать решение
exchange,обмен
fast,быстро
fire,Огонь
identify,идентифицировать
independent,независимый
leave,уехать
original,оригинал
position,позиция
pressure,давление
reach,достичь
rest,отдых
serve,обслуживать
stress,стресс
teacher,учитель
watch,смотреть
wide,широкий
advantage,преимущество
beautiful,прекрасный
benefit,выгода
charge,плата
communication,общение
complete,полный
continue,Продолжать
frame,Рамка
issue,выпуск
limited,ограниченное
night,ночь
protect,защищать
require,требовать
significant,значительное
step,шаг
successful,успешный
unless,если только
active,активный
break,перемена
chemistry,химия
cycle,цикл
disease,болезнь
disk,диск
electrical,электрические
energy,энергия
expensive,дорого
face,лицо
interested,заинтересованный
item,пункт
metal,металл
nation,нация
negative,отрицательный
occur,происходить
paint,покрасить
pregnant,беременная
review,обзор
road,Дорога
role,роль
room,комната
safe,Безопасно
screen,экран
soup,суп
stay,оставаться
structure,состав
view,Посмотреть
visit,визит
visual,визуальный
write,записывать
wrong,неправильно
account,Счет
advertising,реклама
affect,влиять
anyone,кто угодно
approach,подход
avoid,избегать
ball,мяч
behind,позади
certainly,безусловно
concerned,обеспокоенный
cover,покрытие
discipline,дисциплина
location,место расположения
medium,Средняя
normally,как обычно
prepare,подготовить
quick,быстрый
ready,готовы
report,отчет
rise,подниматься
share,Поделиться
success,успех
addition,дополнение
apartment,квартира
balance,остаток средств
black,черный
bottom,дно
build,строить
choice,выбор
education,образование
gift,подарок
impact,влияние
machine,машина
math,математика
moment,момент
painting,картина
politics,политика
shape,форма
straight,Прямо
tool,инструмент
walk,ходить
white,белый
wind,ветер
achieve,достичь
address,адрес
attention,внимание
average,в среднем
believe,верить
beyond,за пределами
career,карьера
culture,культура
decision,решение
direct,непосредственный
event,событие
excellent,превосходно
extra,дополнительный
intelligent,умный
interesting,интересно
junior,младший
morning,утро
pick,выбирать
poor,бедные
pretty,красивая
property,свойство
receive,получить
seem,кажется
shopping,поход по магазинам
sign,знак
student,студент
table,Таблица
task,задача
unique,уникальный
wood,дерево
anything,что-нибудь
classic,классический
competition,конкуренция
condition,состояние
contact,контакт
credit,кредит
currently,В настоящее время
discuss,обсудить
distribution,распространение
entertainment,развлечения
final,окончательный
happy,счастливый
hope,надежда
lift,лифт
network,сеть
north,к северу
office,офис
overall,в общем и целом
population,численность населения
president,президент
private,частный
realize,понимать
responsible,ответственный
separate,отдельный
square,площадь
stop,стоп
teach,учить
unit,Ед. изм
western,западный
alone,один
attempt,попытка
category,категория
cigarette,сигарета
concern,беспокойство
contain,содержать
context,контекст
cute,милый
date,Дата
effect,эффект
extremely,чрезвычайно
familiar,знакомые
finally,наконец-то
follow,следовать
helpful,полезный
introduction,введение
link,ссылка на сайт
official,официальный
opportunity,возможность
perfect,идеальный
performance,производительность
post,Почта
recent,недавний
refer,ссылаться
solve,решить
star,звезда
voice,голос
willing,желающий
born,родившийся
bright,яркий
broad,широкий
capital,капитал
challenge,вызов
comfortable,удобный
constantly,постоянно
describe,описать
despite,несмотря на
driver,Водитель
flat,квартира
flight,рейс
friend,друг
gain,усиление
length,длина
magazine,журнал
maybe,может быть
newspaper,газета
nice,отлично
prefer,предпочитаю
prevent,предотвращать
properly,должным образом
relationship,отношения
rich,богатый
save,спасти
self,я
shot,выстрел
soon,скоро
specifically,конкретно
stand,стоять
teaching,обучение
warm,тепло
wonderful,замечательно
young,молодой
ahead,впереди
brush,щетка
cell,ячейка
couple,пара
daily,повседневная
dealer,дилер
debate,дебаты
discover,обнаружить
ensure,обеспечить
exit,Выход
expect,ожидать
experienced,опытный
fail,потерпеть поражение
finding,находка
front,фронт
function,функция
heavy,тяжелый
hello,Здравствуйте
highly,очень
immediately,немедленно
impossible,невозможно
invest,вкладывать деньги
lack,недостаток
lake,озеро
lead,вести
listen,Слушать
living,живущий
member,член
message,сообщение
phone,Телефон
plant,завод
plastic,пластик
reduce,уменьшить
relatively,относительно
scene,место действия
serious,серьезный
slowly,медленно
speak,разговаривать
spot,место
summer,лето
taste,вкус
theme,тема
towards,к
track,трек
valuable,ценный
whatever,без разницы
wing,крыло
worry,беспокоиться
appear,появиться
appearance,внешний вид
association,ассоциация
brain,мозг
button,кнопка
click,щелкнуть
concept,концепция
correct,верный
customer,покупатель
death,смерть
desire,желание
discussion,обсуждение
explain,объяснять
explore,исследовать
express,экспресс
fairly,честно
fixed,фиксированный
foot,нога
handle,ручка
housing,Корпус
huge,огромный
inflation,инфляция
influence,оказывать влияние
insurance,страхование
involve,вовлекать
leading,ведущий
lose,терять
meet,встретить
mood,настроение
notice,уведомление
primarily,в первую очередь
rain,дождь
rare,редкий
release,выпуск
sell,продавать
slow,медленный
technical,технический
typical,типичный
upon,на
wall,стена
woman,женщина
advice,совет
afford,позволить себе
agree,дать согласие
base,основание
blood,кровь
clean,чистый
competitive,конкурентный
completely,полностью
critical,критический
damage,наносить ущерб
distance,расстояние
effort,усилие
electronic,электронный
expression,выражение
feeling,чувство
finish,финиш
fresh,свежий
hear,слышать
immediate,немедленный
importance,важность
normal,обычный
opinion,мнение
otherwise,в противном случае
pair,пара
payment,оплата
plus,плюс
press,Нажмите
reality,реальность
remain,оставаться
represent,представлять
responsibility,обязанность
ride,поездка
savings,сбережения
secret,секрет
situation,ситуация
skill,умение
spread,распространение
spring,весна
staff,штат сотрудников
statement,заявление
sugar,сахар
target,цель
text,текст
tough,жесткий
ultimately,в конечном итоге
wait,Подождите
wealth,богатство
whenever,"всякий раз, когда"
whose,чья
widely,широко
animal,животное
application,применение
apply,применять
author,автор
aware,осведомленный
brown,коричневый
budget,бюджет
cheap,дешево
city,город
complicated,сложно
county,округ
deep,глубокий
depth,глубина
discount,скидка
display,дисплей
educational,образовательный
environmental,экологический
estate,недвижимость
file,файл
flow,течь
forget,забыть
foundation,Фонд
global,Глобальный
grandmother,бабушка
ground,земля
heart,сердце
legal,законный
lesson,урок
minute,минута
near,около
objective,задача
officer,офицер
perspective,перспектива
phase,фаза
photo,Фото
recently,недавно
recipe,рецепт
recommend,рекомендую
reference,Справка
register,регистр
relevant,соответствующие
rely,полагаться
secure,безопасный
seriously,шутки в сторону
shoot,стрелять
stage,этап
stick,придерживаться
studio,студия
thin,тонкий
title,заглавие
topic,тема
touch,прикоснуться
trouble,беда
vary,варьироваться
accurate,точный
advanced,продвинутый
bowl,миска
bridge,мост
campaign,кампания
cancel,Отмена
capable,способный
character,персонаж
chemical,химический
club,клуб
collection,коллекция
cool,прохладно
dangerous,опасно
depression,депрессия
dump,свалка
edge,край
evidence,доказательства
extreme,крайний
frequently,часто
fully,полностью
generate,генерировать
imagination,воображение
letter,письмо
lock,замок
maximum,максимум
mostly,главным образом
myself,себя
naturally,естественно
nearly,около
novel,роман
obtain,получить
occasionally,иногда
option,вариант
organized,организованный
pack,паковать
park,парк
passion,страсть
percentage,процент
plenty,много
push,От себя
quarter,четверть
resource,ресурс
select,Выбрать
setting,установка
skin,кожа
sort,Сортировать
weight,вес
accept,принять
agency,агентство
baby,детка
background,задний план
carefully,внимательно
carry,нести
clearly,ясно
college,колледж
communicate,общаться
complain,жаловаться
conflict,конфликт
connection,связь
criticism,критика
debt,долг
depend,зависеть
description,описание
dish,блюдо
dramatic,драматический
efficient,эффективный
enter,войти
essentially,по существу
exact,точный
factor,фактор
fair,честно
fill,заполнить
fine,хорошо
formal,формальный
forward,вперед
fruit,фрукты
glass,стекло
happen,случиться
indicate,указать
joint,совместный
jump,Прыжок
kick,удар
master,мастер
memory,объем памяти
muscle,мышца
opposite,напротив
pass,проходят
patience,терпение
pitch,подача
possibly,возможно
powerful,мощный
remote,удаленный
secretary,секретарь
slightly,слегка
solution,решение
somewhat,в некотором роде
strength,прочность
suggest,предлагать
survive,выжить
total,общее
traffic,движение
treat,обращаться
trip,поездка
vast,обширный
vegetable,овощ
abuse,злоупотребление
administration,администрация
appeal,обращение
appreciate,ценить
aspect,аспект
attitude,отношение
beat,бить
burn,сжечь
chart,диаграмма
compare,сравнить
deposit,депозит
director,директор
equally,в равной степени
foreign,иностранный
gear,передача
greatly,сильно
hungry,голоден
ideal,идеальный
imagine,представить
kitchen,кухня
land,земельные участки
lost,потерянный
manage,управлять
mother,мать
necessarily,обязательно
party,партия
personality,личность
personally,лично
practical,практичный
principle,принцип
print,Распечатать
psychological,психологический
psychology,психология
raise,поднять
rarely,редко
recommendation,рекомендация
regularly,регулярно
relative,родственник
response,ответ
sale,продажа
season,сезон
selection,отбор
severe,тяжелая форма
signal,сигнал
similarly,по аналогии
sleep,спать
smooth,гладкий; плавный
somewhere,где-то
spirit,дух
storage,место хранения
street,улица
suitable,подходящее
tree,дерево
version,версия
wave,волна
advance,продвижение
alcohol,алкоголь
anywhere,везде
argument,аргумент
basically,в принципе
belt,пояс
bench,скамейка
closed,закрыто
closely,близко
commission,комиссия
complaint,жалоба
connect,подключиться
consist,состоять
contract,договор
contribute,способствовать
copy,копировать
dark,темно
differ,отличаться
double,двойной
draw,привлечь
drop,падение
effectively,эффективно
emphasis,акцент
encourage,поощрять
equal,равный
everybody,все
expand,расширять
firm,фирма
frequent,частый
highway,шоссе
hire,Наем
initially,первоначально
internal,внутренний
join,присоединиться
kill,убийство
literally,буквально
loss,потеря
mainly,в основном
membership,членство
merely,просто
minimum,минимум
numerous,многочисленные
path,путь
possession,владение
preparation,подготовка
progress,прогресс
project,проект
prove,доказать
react,реагировать
recognize,признать
relax,расслабиться
replace,заменить
sensitive,чувствительный
south,юг
status,положение дел
steak,стейк
stuff,вещи
sufficient,достаточно
ticket,билет
tour,тур
union,союз
unusual,необычный
agreement,соглашение
angle,угол
attack,атака
blue,синий
borrow,заимствовать
breakfast,завтрак
cancer,рак
claim,Запрос
confidence,уверенность
consistent,последовательный
constant,постоянный
cultural,культурный
currency,валюта
daughter,дочь
degree,степень
doctor,доктор
drag,"тащить, тянуть"
dream,мечтать
drink,напиток
duty,долг
earn,заработать
emphasize,подчеркнуть
employment,занятость
enable,включить
engineering,инженерное дело
entry,вход
essay,сочинение
existing,существующий
famous,известный
father,отец
finance,финансы
gently,нежно
guess,угадать
hopefully,с надеждой
hour,час
interaction,взаимодействие
juice,сок
limit,предел
luck,удача
milk,молоко
minor,незначительный
mixed,смешанный
mixture,смесь
mouth,рот
operate,работать
originally,изначально
peace,мир
pipe,труба
please,пожалуйста
preference,предпочтение
previous,предыдущий
pull,вытащить
pure,чистый
reflect,отражать
region,область
republic,республика
roughly,примерно
seat,сиденье
send,Отправить
significantly,значительно
soft,мягкий
solid,твердый
stable,стабильный
storm,гроза
substance,вещество
team,команда
tradition,традиция
trick,уловка
virus,вирус
wear,носить
weird,странно
wonder,удивляться
actor,актер
afraid,боюсь
afternoon,после полудня
amazing,удивительный
annual,годовой
anticipate,предвидеть
assume,предполагать
beach,пляж
blank,пустой
busy,занятый
catch,ловить
chain,цепь
classroom,школьный класс
consideration,рассмотрение
count,считать
cream,крем
crew,экипаж
dead,мертвый
delivery,Доставка
detail,деталь
detailed,подробный
device,устройство
difficulty,трудность
doubt,сомневаться
drama,драма
election,выборы
engage,заниматься
engine,двигатель
enhance,усилить
examine,исследовать
false,ложный
feed,корм
football,футбол
forever,навсегда
gold,золото
guidance,руководство
hotel,отель
impress,произвести впечатление
install,установить
interview,опрос
mark,отметка
match,соответствие
mission,миссия
nobody,никто
obvious,очевидный
ourselves,мы сами
owner,владелец
pain,боль
participate,участвовать
pleasure,удовольствие
priority,приоритет
protection,защита
repeat,повторение
round,круглый
score,Гол
screw,винт
seek,стремиться
sharp,острый
shop,магазин
shower,душ
sing,петь
slide,горка
strip,полоса
suggestion,предложение
suit,подходить
tension,напряжение
thick,толстый
tone,тон
totally,полностью
twice,дважды
variation,вариация
whereas,в то время как
window,окно
wise,мудрый
wish,желаю
agent,агент
anxiety,беспокойство
atmosphere,атмосфера
awareness,осведомленность
band,группа
bath,ванна
block,блокировать
bone,кость
bread,хлеб
calendar,календарь
candidate,кандидат
careful,осторожный
climate,климат
coat,Пальто
collect,собирать
combine,комбинировать
command,команда
comparison,сравнение
confusion,спутанность сознания
construction,строительство
contest,соревнование
corner,угол
court,суд
district,район
divide,делить
door,дверь
east,восток
elevator,лифт
elsewhere,в другом месте
emotion,эмоция
employee,сотрудник
employer,работодатель
equivalent,эквивалент
everywhere,везде
except,Кроме
finger,Палец
garage,гараж
guarantee,гарантия
guest,гость
hang,повесить
height,высота
himself,сам
hole,отверстие
hook,крючок
hunt,охота
implement,осуществлять
initial,начальный
intend,намереваться
introduce,вводить
latter,последний
layer,слой
leadership,лидерство
lecture,лекция
mall,торговый центр
manager,управляющий делами
manner,манера
march,Март
married,в браке
meeting,встреча
mention,упомянуть
narrow,узкий
nearby,"рядом, поблизости"
neither,ни один
nose,нос
obviously,очевидно
operation,операция
parking,стоянка
partner,партнер
perfectly,отлично
physically,физически
profile,профиль
proud,гордый
recording,запись
relate,иметь отношение
respect,уважение
rice,рис
routine,рутина
sample,образец
schedule,график
settle,селиться
smell,запах
somehow,как-то
spiritual,духовный
survey,опрос
swimming,плавание
telephone,телефон
transportation,транспорт
unhappy,несчастный
wild,дикий
winter,зима
absolutely,абсолютно
acceptable,приемлемый
adult,взрослый
aggressive,агрессивный
airline,авиакомпания
apart,Кроме
assure,уверять
attract,привлекать
battle,боевой
bill,счет
boring,скучный
bother,беспокоить
brief,краткий
cake,кекс
charity,благотворительная деятельность
code,код
cousin,двоюродная сестра
crazy,псих
curve,кривая
designer,дизайнер
dimension,измерение
disaster,стихийное бедствие
distinct,отчетливый
distribute,раздавать
dress,платье
ease,легкость
eastern,восточный
editor,редактор
efficiency,эффективность
emergency,чрезвычайная ситуация
escape,побег
evening,вечер
excitement,волнение
expose,разоблачать
extension,расширение
extent,степень
farm,ферма
feedback,Обратная связь
fight,борьба
gather,собирать
grade,оценка
guitar,гитара
hate,ненавидеть
holiday,праздничный день
homework,домашнее задание
horror,фильм ужасов
horse,лошадь
host,хозяин
husband,муж
leader,лидер
loan,заем
logical,логичный
mistake,ошибка
mountain,гора
nail,гвоздь
noise,шум
none,никто
occasion,повод
outcome,результат
overcome,преодолеть
package,пакет
patient,терпеливый
pause,Пауза
permission,разрешение
phrase,фраза
presentation,презентация
prior,предшествующий
promotion,продвижение
proof,доказательство
race,раса
reasonable,разумный
reflection,отражение
refrigerator,холодильник
relief,облегчение
repair,ремонт
resolution,разрешающая способность
revenue,доход
rough,грубый
sand,песок
scratch,царапина
sentence,предложение
session,сессия
shoulder,плечо
sick,больной
singer,певец
smoke,курить
stomach,желудок
strange,странный
strict,строгий
strike,забастовка
string,строка
succeed,добиться успеха
successfully,успешно
suddenly,"вдруг, внезапно"
suffer,страдать
surprised,удивлен
tennis,большой теннис
throw,бросить
tourist,турист
towel,полотенце
truly,действительно
vacation,отпуск
virtually,практически
west,запад
wheel,рулевое колесо
wine,вино
acquire,приобретать
adapt,адаптироваться
adjust,отрегулировать
administrative,административный
altogether,в целом
anyway,тем не мение
argue,спорить
arise,возникать
aside,в сторону
associate,ассоциировать
automatic,автоматический
automatically,автоматически
basket,корзина
blow,дуть
bonus,бонус
border,граница
branch,филиал
breast,грудь
brother,родной брат
buddy,приятель
bunch,связка
cabinet,кабинет
childhood,детство
chip,чип
church,церковь
civil,гражданский
clothes,одежда
coach,тренер
coffee,кофе
confirm,подтвердить
cross,пересекать
deeply,глубоко
definitely,определенно
deliberately,сознательно
dinner,обед
document,документ
draft,проект
drawing,Рисование
dust,пыли
employ,нанять
encouraging,обнадеживающий
expert,эксперт
external,внешний
floor,пол
former,бывший
golf,гольф
habit,привычка
hair,волосы
hardly,едва
hearing,слушание
hurt,причинить боль
illegal,незаконный
incorporate,включать
initiative,инициатива
iron,железо
judge,судить
judgment,суждение
justify,оправдать
knife,нож
landscape,пейзаж
laugh,смех
league,лига
loud,громкий
mail,почта
massive,массивный
measurement,измерение
mess,беспорядок
mobile,мобильный
mode,Режим
nasty,противный
native,родной
opening,открытие
orange,апельсин
ordinary,обычный
organize,организовать
ought,должен
parent,родитель
pattern,шаблон
poetry,поэзия
police,полиция
pool,бассейн
possess,обладать
possibility,возможность
pound,фунт
procedure,процедура
queen,Королева
ratio,соотношение
readily,охотно
relation,связь
relieve,облегчить
request,запрос
respond,реагировать
restaurant,ресторан
retain,сохранить
royal,королевский
salary,зарплата
satisfaction,удовлетворение
sector,сектор
senior,старший
shame,стыд
shelter,убежище
shoe,обувь
shut,закрыть
signature,подпись
significance,значение
silver,Серебряный
somebody,кто-то
song,песня
southern,южный
split,Трещина
strain,напряжение
struggle,борьба
super,супер
swim,плавать
tackle,снасти
tank,бак
terribly,ужасно
tight,плотно
tooth,зуб
town,городок
train,поезд
trust,доверять
unfair,несправедливо
unfortunately,К сожалению
upper,верхний
vehicle,транспортное средство
visible,видимый
volume,объем
wash,стирка
waste,трата
wife,жена
yellow,желтый
yours,твой
accident,авария
airport,аэропорт
alive,живой
angry,сердитый
appointment,"деловое свидание, встреча"
arrival,прибытие
assist,помогать
assumption,предположение
bake,выпекать
baseball,бейсбол
bell,колокол
bike,велосипед
blame,винить
brick,кирпич
calculate,вычислить
chair,стул
chapter,глава
closet,стенной шкаф
clue,Подсказка
collar,воротник
comment,комментарий
committee,комитет
compete,конкурировать
concerning,что касается
conference,конференция
consult,консультироваться
conversation,разговор
convert,перерабатывать
crash,крушение
database,база данных
deliver,доставить
dependent,зависимый
desperate,отчаянный
devil,дьявол
diet,диета
enthusiasm,энтузиазм
error,ошибка
exciting,захватывающе
explanation,объяснение
extend,расширять
farmer,фермер
fear,страх
fold,складывать
forth,вперед
friendly,дружелюбный
fuel,топливо
funny,смешной
gate,Ворота
girl,девушка
glove,перчатка
grab,схватить
gross,валовой
hall,зал
herself,сама
hide,скрывать
historian,историк
hospital,больница
injury,"травма, повреждение"
instruction,инструкция
investigate,исследовать
jacket,пиджак
lucky,счастливчик
lunch,обед
maintenance,поддержание
manufacturer,производитель
meal,еда
miss,скучать
monitor,монитор
mortgage,ипотека
negotiate,вести переговоры
nurse,медсестра
pace,темп
panic,паника
peak,вершина горы
perception,восприятие
permit,разрешать
plane,самолет
poem,стихотворение
presence,присутствие
proposal,предложение
provided,при условии
qualify,квалифицироваться
quote,цитата
realistic,реалистичный
reception,прием
recover,восстанавливать
replacement,замена
resolve,разрешить
retire,выходить на пенсию
revolution,революция
reward,награда
river,река
roll,рулон
sandwich,бутерброд
shock,шок
sink,тонуть
slip,поскользнуться
sorry,извиняюсь
spare,запасной
speech,речь
spite,назло
spray,спрей
surprise,сюрприз
suspect,подозреваемый
sweet,милая
swing,качели
till,до
transition,переход
twist,крутить
ugly,уродливый
unlikely,навряд ли
upstairs,вверх по лестнице
usual,обычный
village,деревня
warning,предупреждение
weekend,выходные дни
weigh,весить
welcome,добро пожаловать
winner,победитель
worker,рабочий
writer,писатель
yard,двор
abroad,за границу
alarm,тревога
anxious,тревожный
arrive,прибыть
assistance,помощь
attach,прикреплять
behave,вести себя
bend,сгибаться
bicycle,велосипед
bite,кусать
blind,слепой
bottle,бутылка
brave,Храбрый
breath,дыхание
briefly,кратко
buyer,покупатель
cable,кабель
calm,спокойствие
candle,свеча
celebrate,праздновать
chest,грудь
chocolate,шоколад
clerk,клерк
cloud,облако
comprehensive,всеобъемлющий
concentrate,концентрировать
concert,концерт
conclusion,вывод
contribution,вклад
convince,убедить
cookie,печенье
counter,счетчик
courage,смелость
curious,любопытный
desk,стол письменный
dirty,грязный
disagree,не согласен
downtown,центр города
drawer,ящик стола
establish,установить
establishment,учреждение
estimate,оценить
examination,осмотр
flower,цветок
garbage,мусор
grand,великий
grandfather,дедушка
grocery,бакалея
harm,вред
honest,честный
honey,мед
ignore,игнорировать
imply,подразумевать
impression,впечатление
impressive,впечатляющий
improvement,улучшение
independence,независимость
informal,неофициальный
inner,внутренний
insect,насекомое
insist,настаивать
inspection,осмотр
inspector,инспектор
king,король
knee,колено
ladder,лестница
lawyer,юрист
leather,кожа
load,грузить
loose,свободный
male,мужчина
menu,меню
mine,моя
mirror,зеркало
moreover,Кроме того
neck,шея
penalty,штраф
pension,пенсия
piano,пианино
plate,тарелка
pleasant,приятный
pleased,довольный
potato,картошка
profession,профессия
professor,профессор
prompt,Подсказка
proposed,предложенный
purple,фиолетовый
pursue,преследовать
quantity,количество
quiet,тихо
reaction,реакция
refuse,отказываться
regret,сожаление
remaining,осталось
requirement,требование
reveal,раскрывать
ruin,разорение
rush,порыв
salad,салат
sexual,сексуальный
shake,встряхнуть
shift,сдвиг
shine,блеск
ship,корабль
sister,сестра
skirt,юбка
slice,ломтик
snow,снег
specialist,специалист
specify,уточнить
steal,украсть
stroke,инсульт
strongly,сильно
suck,сосать
sudden,внезапно
supermarket,супермаркет
surround,окружать
switch,переключатель
terrible,ужасный
tired,устала
tongue,язык
trash,мусор
tune,настраивать
unable,неспособный
warn,предупреждать
weak,слабый
weakness,слабость
wedding,свадьба
wooden,деревянный
worried,волновался
yeah,да уж
zone,зона
